Lot_Frontage,Lot_Area,Lot_Shape,Land_Slope,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Val,Mo_Sold,Year_Sold,Total_SF,Total_Baths,House_Age,Total_Porch_SF,Is_New,Is_Remodded,Neighborhood_Median_Sale_Price,MS_SubClass_Duplex_All_Styles_and_Ages,MS_SubClass_One_Story_1945_and_Older,MS_SubClass_One_Story_1946_and_Newer_All_Styles,MS_SubClass_One_Story_PUD_1946_and_Newer,MS_SubClass_One_and_Half_Story_Finished_All_Ages,MS_SubClass_Split_Foyer,MS_SubClass_Split_or_Multilevel,MS_SubClass_Two_Family_conversion_All_Styles_and_Ages,MS_SubClass_Two_Story_1945_and_Older,MS_SubClass_Two_Story_1946_and_Newer,MS_SubClass_Two_Story_PUD_1946_and_Newer,MS_Zoning_Floating_Village_Residential,MS_Zoning_Residential_Low_Density,MS_Zoning_Residential_Medium_Density,Alley_Gravel,Alley_No_Alley_Access,Alley_Paved,Land_Contour_Bnk,Land_Contour_HLS,Land_Contour_Low,Land_Contour_Lvl,Lot_Config_Corner,Lot_Config_CulDSac,Lot_Config_FR2,Lot_Config_Inside,Neighborhood_Briardale,Neighborhood_Brookside,Neighborhood_Clear_Creek,Neighborhood_College_Creek,Neighborhood_Crawford,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Iowa_DOT_and_Rail_Road,Neighborhood_Meadow_Village,Neighborhood_Mitchell,Neighborhood_North_Ames,Neighborhood_Northridge,Neighborhood_Northridge_Heights,Neighborhood_Northwest_Ames,Neighborhood_Old_Town,Neighborhood_Sawyer,Neighborhood_Sawyer_West,Neighborhood_Somerset,Neighborhood_South_and_West_of_Iowa_State_University,Neighborhood_Stone_Brook,Neighborhood_Timberland,Condition_1_Artery,Condition_1_Feedr,Condition_1_Norm,Condition_1_PosN,Condition_1_RRAn,Bldg_Type_Duplex,Bldg_Type_OneFam,Bldg_Type_Twnhs,Bldg_Type_TwnhsE,Bldg_Type_TwoFmCon,House_Style_One_Story,House_Style_One_and_Half_Fin,House_Style_SFoyer,House_Style_SLvl,House_Style_Two_Story,Roof_Style_Gable,Roof_Style_Hip,Roof_Matl_CompShg,Exterior_1st_'Wd Sdng',Exterior_1st_AsbShng,Exterior_1st_BrkFace,Exterior_1st_CemntBd,Exterior_1st_HdBoard,Exterior_1st_MetalSd,Exterior_1st_Plywood,Exterior_1st_Stucco,Exterior_1st_VinylSd,Exterior_1st_WdShing,Exterior_2nd_'Wd Sdng',Exterior_2nd_'Wd Shng',Exterior_2nd_AsbShng,Exterior_2nd_BrkFace,Exterior_2nd_CmentBd,Exterior_2nd_HdBoard,Exterior_2nd_MetalSd,Exterior_2nd_Plywood,Exterior_2nd_Stucco,Exterior_2nd_VinylSd,Mas_Vnr_Type_BrkFace,Mas_Vnr_Type_None,Mas_Vnr_Type_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Heating_GasA,Central_Air_N,Central_Air_Y,Electrical_FuseA,Electrical_FuseF,Electrical_SBrkr,Garage_Type_Attchd,Garage_Type_Basment,Garage_Type_BuiltIn,Garage_Type_Detchd,Garage_Type_No_Garage,Misc_Feature_None,Misc_Feature_Shed,Sale_Type_'WD ',Sale_Type_COD,Sale_Type_New,Sale_Condition_Abnorml,Sale_Condition_Family,Sale_Condition_Normal,Sale_Condition_Partial,Sale_Price
0.18313552189100354,-2.1254387576728204,4,3,7,5,2005,2006,0.2923359522822347,3,3,4,3,3,6,3,1,-0.3643533784168404,0.7998679944883265,0.3393140312049768,5,0.39810512746410515,-0.8609569958526236,-0.11677030135036276,-0.4021095523932938,0,0,2,0,2,1,4,5,8,0,0,3,2,0.1893031737961142,3,3,3,0.8648462528450992,-1.08472095384906,-0.42685407747505666,0,-0.3086812281678178,0,0,0,-0.1882780597791179,3,2006,0.08814180053218339,2.0,-1.7922627767045318,-1.45497553131826,1,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.015387119962862152
0.18313552189100354,-2.1234800447421085,4,3,7,5,2005,2005,1.1143369356213455,3,3,4,3,4,6,3,1,-0.3643533784168404,0.8470192651386881,0.4129564498124556,5,0.9857628702250478,-0.8609569958526236,-0.11677030135036276,0.18115030615233524,0,0,2,0,2,1,4,6,8,1,4,3,2,0.19246619953230495,3,3,3,0.9696394969505455,0.33042340415913646,-0.42685407747505666,0,-0.3086812281678178,0,0,0,-0.1882780597791179,4,2006,0.536846549729127,2.0,-1.7922627767045318,-0.06099277632666933,1,0,0.015387119962862152,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.614235729038236
-2.1852196972705062,-2.007543105195609,4,3,8,5,2003,2003,0.6288584587597519,3,3,4,3,4,1,7,1,-0.3643533784168404,0.8173098876615164,0.35602329642180824,5,0.8801678409535766,-0.8609569958526236,-0.11677030135036276,0.07634552378591929,0,0,2,0,2,1,4,7,8,1,3,3,2,0.12630100687168277,3,3,3,0.9723292877860836,0.33042340415913646,-0.42685407747505666,0,-0.3086812281678178,0,0,0,-0.1882780597791179,5,2006,0.3763872919503862,2.0,-1.2644580794542954,-0.06099277632666933,1,0,0.31481142450054905,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.6315223735675601
-2.1852196972705062,-2.173042739533393,4,3,7,5,2002,2002,0.6288584587597519,3,3,4,3,3,6,3,1,-0.3643533784168404,0.09865507788517684,0.41665977316276503,5,0.9961290266487992,-0.8609569958526236,-0.11677030135036276,0.1914388848426677,1,0,2,0,2,1,4,5,8,1,3,3,2,0.12282167730384488,3,3,3,0.9358090893658754,0.5114530659861515,-0.42685407747505666,0,-0.3086812281678178,0,0,0,-0.1882780597791179,5,2006,0.5492109229812481,3.0,-1.0945429187959257,0.1173298275128443,1,0,0.614235729038236,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.9717346701622459
-2.1852196972705062,-2.085349864153596,4,3,7,5,2004,2004,0.3348526316186514,3,3,4,3,1,1,7,1,-0.3643533784168404,0.8583770111674266,0.42095985788680645,5,0.788628815036194,-0.8609569958526236,-0.11677030135036276,-0.014508446855452167,0,0,2,0,2,1,4,6,8,1,3,3,2,0.12282167730384488,3,3,3,0.9750004640030709,0.33042340415913646,-0.42685407747505666,0,-0.3086812281678178,0,0,0,-0.1882780597791179,5,2006,0.4466298756390464,2.0,-1.4835168211086607,-0.06099277632666933,1,0,0.6228790513028981,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.17849653291201
0.18313552189100354,-2.1254387576728204,4,3,7,5,2005,2006,0.2444915753232723,3,3,4,3,4,6,3,1,-0.3643533784168404,0.751937540810754,0.2645402064078257,5,0.12055611542016112,-0.8609569958526236,-0.11677030135036276,-0.6775814567430396,0,0,2,0,2,1,4,6,8,0,0,3,2,0.19246619953230495,3,3,3,0.7951807317977873,-1.08472095384906,-0.42685407747505666,0,-0.3086812281678178,0,0,0,-0.1882780597791179,6,2006,-0.1985282045079181,2.0,-1.7922627767045318,-1.45497553131826,1,1,0.614235729038236,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.14239726639952316
-2.1852196972705062,-2.085349864153596,4,3,7,5,2004,2004,0.3348526316186514,3,3,4,3,1,6,3,1,-0.3643533784168404,0.05852029492529111,0.4148101447926949,5,1.0717896677378718,-0.8609569958526236,-0.11677030135036276,0.2665333005339383,1,0,2,0,2,1,4,7,8,1,3,3,2,0.1051591944955673,3,3,3,0.9723292877860836,0.33042340415913646,-0.42685407747505666,0,-0.3086812281678178,0,0,0,-0.1882780597791179,9,2006,0.5871316462115637,3.0,-1.4835168211086607,-0.06099277632666933,1,0,0.39636613097512297,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.7430274950599594
-2.1852196972705062,-2.007543105195609,4,3,7,5,2003,2004,0.3348526316186514,3,3,4,3,4,1,7,1,-0.3643533784168404,0.8579893656155763,0.4203469011697201,5,1.089920299630332,-0.8609569958526236,-0.11677030135036276,0.28452824729198894,0,0,2,0,2,1,4,7,8,1,3,3,2,0.16016970897394595,3,3,3,0.9723292877860836,0.33042340415913646,-0.42685407747505666,0,-0.3086812281678178,0,0,0,-0.1882780597791179,10,2006,0.6070285851418384,2.0,-1.2644580794542954,-0.06099277632666933,1,1,0.614235729038236,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.8392237738247906
0.31130719481615027,-1.5751800590681855,4,3,8,5,2006,2006,-0.7906771779329439,3,3,4,4,3,6,3,1,-0.3643533784168404,0.15370516169083553,0.5054299452269676,5,1.1099430151668501,-0.8609569958526236,-0.11677030135036276,0.30440111781124896,1,0,2,0,1,1,5,7,8,1,4,3,3,0.4613397675248201,3,3,3,1.272002915389123,-1.08472095384906,-0.42685407747505666,0,-0.3086812281678178,0,0,0,-0.1882780597791179,10,2006,0.7745215413043923,3.0,-2.320067473954768,-1.45497553131826,1,0,0.6228790513028981,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1.1402934580312427
0.31130719481615027,-1.5443130495582695,4,3,7,5,2006,2006,0.6728444138956148,3,3,4,3,3,6,3,1,-0.3643533784168404,0.022600559986651156,0.4092367882180102,5,0.973277987591295,-0.8609569958526236,-0.11677030135036276,0.16875885727137713,1,0,2,0,2,1,4,6,8,1,4,3,3,0.4613397675248201,3,3,3,1.01779158704582,0.33042340415913646,-0.42685407747505666,0,-0.3086812281678178,0,0,0,-0.1882780597791179,10,2006,0.5233039594748761,3.0,-2.320067473954768,-0.06099277632666933,1,0,0.6315223735675601,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.9676399593363514
